[19:18:42] [main/INFO]: ModLauncher running: args [--username, cliffpk, --version, modpack, --gameDir, C:\Users\Carli\AppData\Roaming\.minecraft\versions\modpack, --assetsDir, C:\Users\Carli\AppData\Roaming\.minecraft\assets, --assetIndex, 5, --uuid, 9c1fe7b90300413687cee10945d0cfc5, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, null, --xuid, null, --userType, mojang, --versionType, release, --width, 1440, --height, 900, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, -XX:+UseG1GC, -XX:+ParallelRefProcEnabled, -XX:MaxGCPauseMillis=200, -XX:+UnlockExperimentalVMOptions, -XX:+DisableExplicitGC, -XX:+AlwaysPreTouch, -XX:G1NewSizePercent=30, -XX:G1MaxNewSizePercent=40, -XX:G1HeapRegionSize=8M, -XX:G1ReservePercent=20, -XX:G1HeapWastePercent=5, -XX:G1MixedGCCountTarget=4, -XX:InitiatingHeapOccupancyPercent=15, -XX:G1MixedGCLiveThresholdPercent=90, -XX:G1RSetUpdatingPauseTimePercent=5, -XX:SurvivorRatio=32, -XX:+PerfDisableSharedMem, -XX:MaxTenuringThreshold=1, -Dusing.aikars.flags=https://mcflags.emc.gs, -Daikars.new.flags=true]
[19:18:42] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[19:18:43] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[19:18:43] [main/INFO]: Trying GL version 4.6
[19:18:43] [main/INFO]: Requested GL version 4.6 got version 4.6
[19:18:43] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Carli/AppData/Roaming/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[19:18:44] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3060/PCIe/SSE2 GL version 4.6.0 NVIDIA 556.12, NVIDIA Corporation
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar10.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar11.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar12.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow1.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow2.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow3.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow4.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow5.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow6.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow7.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow8.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say130.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say131.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say138.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say143.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say144.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say145.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/creeper_minion_egg_hatch.ogg does not exist, cannot add it to event minecraft:entity.creeper_minion_egg.hatch
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_creeper/ambient1.ogg does not exist, cannot add it to event minecraft:entity.mutant_creeper.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_creeper/ambient2.ogg does not exist, cannot add it to event minecraft:entity.mutant_creeper.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_creeper/ambient3.ogg does not exist, cannot add it to event minecraft:entity.mutant_creeper.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_creeper/ambient4.ogg does not exist, cannot add it to event minecraft:entity.mutant_creeper.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_creeper/charge.ogg does not exist, cannot add it to event minecraft:entity.mutant_creeper.charge
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_creeper/death.ogg does not exist, cannot add it to event minecraft:entity.mutant_creeper.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_creeper/hurt1.ogg does not exist, cannot add it to event minecraft:entity.mutant_creeper.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_creeper/hurt2.ogg does not exist, cannot add it to event minecraft:entity.mutant_creeper.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_enderman/ambient1.ogg does not exist, cannot add it to event minecraft:entity.mutant_enderman.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_enderman/ambient2.ogg does not exist, cannot add it to event minecraft:entity.mutant_enderman.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_enderman/death.ogg does not exist, cannot add it to event minecraft:entity.mutant_enderman.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_enderman/hurt1.ogg does not exist, cannot add it to event minecraft:entity.mutant_enderman.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_enderman/hurt2.ogg does not exist, cannot add it to event minecraft:entity.mutant_enderman.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_enderman/hurt3.ogg does not exist, cannot add it to event minecraft:entity.mutant_enderman.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_enderman/scream.ogg does not exist, cannot add it to event minecraft:entity.mutant_enderman.scream
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_enderman/stare.ogg does not exist, cannot add it to event minecraft:entity.mutant_enderman.stare
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/ambient1.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/ambient2.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/ambient3.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/death.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/hurt1.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/hurt2.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/hurt3.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/hurt4.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/step1.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.step
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/step2.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.step
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/step3.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.step
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_skeleton/step4.ogg does not exist, cannot add it to event minecraft:entity.mutant_skeleton.step
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient1.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient2.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient3.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient4.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient5.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient6.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient7.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient8.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient9.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient10.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient11.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient12.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient13.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient14.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient15.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient16.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient17.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient18.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient19.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient20.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient21.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient22.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient23.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/ambient24.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack2.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack3.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack4.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack5.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack6.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack7.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack8.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack9.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/attack10.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.attack
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt1.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt2.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt3.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt4.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt5.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt6.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt7.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt8.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt9.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt10.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.death
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt2.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt3.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt4.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt5.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt6.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt7.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt8.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/grunt9.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.grunt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt1.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt2.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt3.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt4.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt5.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt6.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt7.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt8.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt9.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/hurt10.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.hurt
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar1.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar2.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar3.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar4.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar5.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar6.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar7.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar8.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar9.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar10.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar11.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roar12.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow1.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow2.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow3.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow4.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow5.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow6.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow7.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File mutantbeasts:sounds/entity/mutant_zombie/roarslow8.ogg does not exist, cannot add it to event minecraft:entity.mutant_zombie.roar
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say130.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say131.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say138.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say143.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say144.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say145.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say130.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say131.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say138.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say143.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say144.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Worker-ResourceReload-5/WARN]: File minecraft:sounds/moreZsounds/say145.ogg does not exist, cannot add it to event minecraft:entity.zombie.ambient
[19:19:25] [Render thread/INFO]: [FANCYMENU] Preloading animations! This could cause the loading screen to freeze for a while..
[19:19:25] [Render thread/INFO]: [FANCYMENU] Finished preloading animations!
[19:19:25] [Render thread/INFO]: [FANCYMENU] Starting late client initialization phase..
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/entity/event/advancement_proc_01.ogg does not exist, cannot add it to event riskofrain_mobs:entity.advancement.proc
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/bustling_fungus/bustling_fungus_proc_01.ogg does not exist, cannot add it to event riskofrain_mobs:item.bustling_fungus.proc_1
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/bustling_fungus/bustling_fungus_proc_02.ogg does not exist, cannot add it to event riskofrain_mobs:item.bustling_fungus.proc_2
[19:19:25] [Worker-ResourceReload-5/WARN]: File riskofrain_mobs:sounds/item/crowbar/crowbar_proc_01.ogg does not exist, cannot add it to event riskofrain_mobs:item.crowbar.proc
